"图解标题：20939319"
"#","日期 时间, GMT+08:00","温度, °C (LGR S/N: 20939319, SEN S/N: 20939319)","RH, % (LGR S/N: 20939319, SEN S/N: 20939319)","已连接主机 (LGR S/N: 20939319)","文件结尾 (LGR S/N: 20939319)"
6654,09/04/21 上午09时28分57秒,27.339,69.521,,
6655,09/04/21 上午09时29分57秒,27.339,69.716,,
6656,09/04/21 上午09时30分57秒,27.339,69.755,,
6657,09/04/21 上午09时31分57秒,27.339,69.755,,
6658,09/04/21 上午09时32分57秒,27.339,69.795,,
6659,09/04/21 上午09时33分57秒,27.339,69.834,,
6660,09/04/21 上午09时34分57秒,27.339,69.954,,
6661,09/04/21 上午09时35分57秒,27.339,70.115,,
6662,09/04/21 上午09时36分57秒,27.339,70.196,,
6663,09/04/21 上午09时37分57秒,27.339,70.319,,
6664,09/04/21 上午09时38分57秒,27.339,70.319,,
6665,09/04/21 上午09时39分57秒,27.339,70.360,,
6666,09/04/21 上午09时40分57秒,27.339,70.443,,
6667,09/04/21 上午09时41分57秒,27.339,70.402,,
6668,09/04/21 上午09时42分57秒,27.339,70.360,,
6669,09/04/21 上午09时43分57秒,27.339,70.360,,
6670,09/04/21 上午09时44分57秒,27.339,70.278,,
6671,09/04/21 上午09时45分57秒,27.339,70.319,,
6672,09/04/21 上午09时46分57秒,27.314,70.364,,
6673,09/04/21 上午09时47分57秒,27.339,70.319,,
6674,09/04/21 上午09时48分57秒,27.314,70.323,,
6675,09/04/21 上午09时49分57秒,27.339,70.360,,
6676,09/04/21 上午09时50分57秒,27.339,70.278,,
6677,09/04/21 上午09时51分57秒,27.314,70.282,,
6678,09/04/21 上午09时52分57秒,27.314,70.241,,
6679,09/04/21 上午09时53分57秒,27.339,70.278,,
6680,09/04/21 上午09时54分57秒,27.314,70.282,,
6681,09/04/21 上午09时55分57秒,27.314,70.323,,
6682,09/04/21 上午09时56分57秒,27.314,70.323,,
6683,09/04/21 上午09时57分57秒,27.314,70.323,,
6684,09/04/21 上午09时58分57秒,27.314,70.323,,
6685,09/04/21 上午09时59分57秒,27.314,70.364,,
6686,09/04/21 上午10时00分57秒,27.314,70.364,,
6687,09/04/21 上午10时01分57秒,27.314,70.405,,
6688,09/04/21 上午10时02分57秒,27.314,70.447,,
6689,09/04/21 上午10时03分57秒,27.314,70.488,,
6690,09/04/21 上午10时04分57秒,27.314,70.530,,
6691,09/04/21 上午10时05分57秒,27.290,70.576,,
6692,09/04/21 上午10时06分57秒,27.314,70.869,,
6693,09/04/21 上午10时07分57秒,27.314,70.999,,
6694,09/04/21 上午10时08分57秒,27.314,71.306,,
6695,09/04/21 上午10时09分57秒,27.314,71.395,,
6696,09/04/21 上午10时10分57秒,27.314,71.530,,
6697,09/04/21 上午10时11分57秒,27.314,71.530,,
6698,09/04/21 上午10时12分57秒,27.314,71.485,,
6699,09/04/21 上午10时13分57秒,27.314,71.395,,
6700,09/04/21 上午10时14分57秒,27.290,71.221,,
6701,09/04/21 上午10时15分57秒,27.290,71.133,,
6702,09/04/21 上午10时16分57秒,27.290,71.046,,
6703,09/04/21 上午10时17分57秒,27.290,71.046,,
6704,09/04/21 上午10时18分57秒,27.265,71.093,,
6705,09/04/21 上午10时19分57秒,27.265,71.049,,
6706,09/04/21 上午10时20分57秒,27.265,71.049,,
6707,09/04/21 上午10时21分57秒,27.265,71.093,,
6708,09/04/21 上午10时22分57秒,27.265,71.180,,
6709,09/04/21 上午10时23分57秒,27.240,71.272,,
6710,09/04/21 上午10时24分57秒,27.240,71.495,,
6711,09/04/21 上午10时25分57秒,27.240,71.722,,
6712,09/04/21 上午10时26分57秒,27.216,71.725,,
6713,09/04/21 上午10时27分57秒,27.216,71.679,,
6714,09/04/21 上午10时28分57秒,27.216,71.634,,
6715,09/04/21 上午10时29分57秒,27.216,71.771,,
6716,09/04/21 上午10时30分57秒,27.191,72.337,,
6717,09/04/21 上午10时31分57秒,27.191,72.482,,
6718,09/04/21 上午10时32分57秒,27.191,72.579,,
6719,09/04/21 上午10时33分57秒,27.191,72.826,,
6720,09/04/21 上午10时34分57秒,27.191,72.976,,
6721,09/04/21 上午10时35分57秒,27.191,73.077,,
6722,09/04/21 上午10时36分57秒,27.191,73.128,,
6723,09/04/21 上午10时37分57秒,27.191,73.179,,
6724,09/04/21 上午10时38分57秒,27.191,73.230,,
6725,09/04/21 上午10时39分57秒,27.191,73.230,,
6726,09/04/21 上午10时40分57秒,27.191,73.230,,
6727,09/04/21 上午10时41分57秒,27.191,73.179,,
6728,09/04/21 上午10时42分57秒,27.191,73.230,,
6729,09/04/21 上午10时43分57秒,27.191,73.333,,
6730,09/04/21 上午10时44分57秒,27.191,73.333,,
6731,09/04/21 上午10时45分57秒,27.191,73.385,,
6732,09/04/21 上午10时46分57秒,27.216,73.330,,
6733,09/04/21 上午10时47分57秒,27.216,73.330,,
6734,09/04/21 上午10时48分57秒,27.216,73.279,,
6735,09/04/21 上午10时49分57秒,27.216,73.227,,
6736,09/04/21 上午10时50分57秒,27.216,73.125,,
6737,09/04/21 上午10时51分57秒,27.216,73.074,,
6738,09/04/21 上午10时52分57秒,27.216,73.023,,
6739,09/04/21 上午10时53分57秒,27.240,72.970,,
6740,09/04/21 上午10时54分57秒,27.240,72.970,,
6741,09/04/21 上午10时55分57秒,27.240,72.970,,
6742,09/04/21 上午10时56分57秒,27.240,72.970,,
6743,09/04/21 上午10时57分57秒,27.240,72.970,,
6744,09/04/21 上午10时58分57秒,27.240,72.920,,
6745,09/04/21 上午10时59分57秒,27.240,72.869,,
6746,09/04/21 上午11时00分57秒,27.265,72.866,,
6747,09/04/21 上午11时01分57秒,27.265,72.817,,
6748,09/04/21 上午11时02分57秒,27.265,72.817,,
6749,09/04/21 上午11时03分57秒,27.265,72.767,,
6750,09/04/21 上午11时04分57秒,27.265,72.767,,
6751,09/04/21 上午11时05分57秒,27.265,72.767,,
6752,09/04/21 上午11时06分57秒,27.290,72.764,,
6753,09/04/21 上午11时07分57秒,27.290,72.764,,
6754,09/04/21 上午11时08分57秒,27.290,72.764,,
6755,09/04/21 上午11时09分57秒,27.314,72.810,,
6756,09/04/21 上午11时10分57秒,27.314,72.810,,
6757,09/04/21 上午11时11分57秒,27.314,72.810,,
6758,09/04/21 上午11时12分57秒,27.314,72.810,,
6759,09/04/21 上午11时13分57秒,27.314,72.810,,
6760,09/04/21 上午11时14分57秒,27.339,72.807,,
6761,09/04/21 上午11时15分57秒,27.339,72.807,,
6762,09/04/21 上午11时16分57秒,27.339,72.758,,
6763,09/04/21 上午11时17分57秒,27.339,72.758,,
6764,09/04/21 上午11时18分57秒,27.339,72.758,,
6765,09/04/21 上午11时19分57秒,27.339,72.758,,
6766,09/04/21 上午11时20分57秒,27.363,72.755,,
6767,09/04/21 上午11时21分57秒,27.363,72.755,,
6768,09/04/21 上午11时22分57秒,27.363,72.705,,
6769,09/04/21 上午11时23分57秒,27.363,72.705,,
6770,09/04/21 上午11时24分57秒,27.363,72.705,,
6771,09/04/21 上午11时25分57秒,27.388,72.702,,
6772,09/04/21 上午11时26分57秒,27.388,72.653,,
6773,09/04/21 上午11时27分57秒,27.388,72.653,,
6774,09/04/21 上午11时28分57秒,27.388,72.653,,
6775,09/04/21 上午11时29分57秒,27.413,72.650,,
6776,09/04/21 上午11时30分57秒,27.413,72.600,,
6777,09/04/21 上午11时31分57秒,27.413,72.551,,
6778,09/04/21 上午11时32分57秒,27.413,72.551,,
6779,09/04/21 上午11时33分57秒,27.413,72.551,,
6780,09/04/21 上午11时34分57秒,27.413,72.551,,
6781,09/04/21 上午11时35分57秒,27.437,72.548,,
6782,09/04/21 上午11时36分57秒,27.437,72.499,,
6783,09/04/21 上午11时37分57秒,27.437,72.499,,
6784,09/04/21 上午11时38分57秒,27.437,72.499,,
6785,09/04/21 上午11时39分57秒,27.437,72.451,,
6786,09/04/21 上午11时40分57秒,27.462,72.447,,
6787,09/04/21 上午11时41分57秒,27.462,72.399,,
6788,09/04/21 上午11时42分57秒,27.462,72.399,,
6789,09/04/21 上午11时43分57秒,27.486,72.396,,
6790,09/04/21 上午11时44分57秒,27.462,72.399,,
6791,09/04/21 上午11时45分57秒,27.486,72.348,,
6792,09/04/21 上午11时46分57秒,27.486,72.299,,
6793,09/04/21 上午11时47分57秒,27.486,72.251,,
6794,09/04/21 上午11时48分57秒,27.486,72.204,,
6795,09/04/21 上午11时49分57秒,27.486,72.204,,
6796,09/04/21 上午11时50分57秒,27.511,72.153,,
6797,09/04/21 上午11时51分57秒,27.511,72.153,,
6798,09/04/21 上午11时52分57秒,27.511,72.105,,
6799,09/04/21 上午11时53分57秒,27.511,72.058,,
6800,09/04/21 上午11时54分57秒,27.511,72.011,,
6801,09/04/21 上午11时55分57秒,27.511,72.011,,
6802,09/04/21 上午11时56分57秒,27.511,71.964,,
6803,09/04/21 上午11时57分57秒,27.536,71.961,,
6804,09/04/21 上午11时58分57秒,27.511,71.870,,
6805,09/04/21 上午11时59分57秒,27.511,71.732,,
6806,09/04/21 下午12时00分57秒,27.511,71.778,,
6807,09/04/21 下午12时01分57秒,27.511,71.870,,
6808,09/04/21 下午12时02分57秒,27.511,71.824,,
6809,09/04/21 下午12时03分57秒,27.486,71.827,,
6810,09/04/21 下午12时04分57秒,27.486,72.108,,
6811,09/04/21 下午12时05分57秒,27.462,72.159,,
6812,09/04/21 下午12时06分57秒,27.437,72.258,,
6813,09/04/21 下午12时07分57秒,27.437,72.306,,
6814,09/04/21 下午12时08分57秒,27.413,72.309,,
6815,09/04/21 下午12时09分57秒,27.388,72.312,,
6816,09/04/21 下午12时10分57秒,27.388,72.312,,
6817,09/04/21 下午12时11分57秒,27.363,72.509,,
6818,09/04/21 下午12时12分57秒,27.363,72.656,,
6819,09/04/21 下午12时13分57秒,27.339,72.659,,
6820,09/04/21 下午12时14分57秒,27.290,72.040,,
6821,09/04/21 下午12时15分57秒,27.240,71.540,,
6822,09/04/21 下午12时16分57秒,27.191,71.059,,
6823,09/04/21 下午12时17分57秒,27.142,70.555,,
6824,09/04/21 下午12时18分57秒,27.118,70.940,,
6825,09/04/21 下午12时19分57秒,27.069,70.990,,
6826,09/04/21 下午12时20分57秒,27.019,71.258,,
6827,09/04/21 下午12时21分57秒,26.946,71.224,,
6828,09/04/21 下午12时22分57秒,26.897,70.971,,
6829,09/04/21 下午12时23分57秒,26.872,71.060,,
6830,09/04/21 下午12时24分57秒,26.848,70.849,,
6831,09/04/21 下午12时25分57秒,26.823,70.600,,
6832,09/04/21 下午12时26分57秒,26.799,70.562,,
6833,09/04/21 下午12时27分57秒,26.799,70.604,,
6834,09/04/21 下午12时28分57秒,26.774,70.817,,
6835,09/04/21 下午12时29分57秒,26.774,70.860,,
6836,09/04/21 下午12时30分57秒,26.750,71.207,,
6837,09/04/21 下午12时31分57秒,26.750,71.427,,
6838,09/04/21 下午12时32分57秒,26.725,70.995,,
6839,09/04/21 下午12时33分57秒,26.725,70.656,,
6840,09/04/21 下午12时34分57秒,26.701,70.870,,
6841,09/04/21 下午12时35分57秒,26.676,71.131,,
6842,09/04/21 下午12时36分57秒,26.652,70.962,,
6843,09/04/21 下午12时37分57秒,26.652,70.877,,
6844,09/04/21 下午12时38分57秒,26.628,71.137,,
6845,09/04/21 下午12时39分57秒,26.628,71.268,,
6846,09/04/21 下午12时40分57秒,26.628,71.444,,
6847,09/04/21 下午12时41分57秒,26.628,71.181,,
6848,09/04/21 下午12时42分57秒,26.628,70.965,,
6849,09/04/21 下午12时43分57秒,26.628,70.923,,
6850,09/04/21 下午12时44分57秒,26.628,70.754,,
6851,09/04/21 下午12时45分57秒,26.603,70.425,,
6852,09/04/21 下午12时46分57秒,26.628,70.340,,
6853,09/04/21 下午12时47分57秒,26.628,70.504,,
6854,09/04/21 下午12时48分57秒,26.603,70.715,,
6855,09/04/21 下午12时49分57秒,26.603,70.884,,
6856,09/04/21 下午12时50分57秒,26.603,71.012,,
6857,09/04/21 下午12时51分57秒,26.579,71.058,,
6858,09/04/21 下午12时52分57秒,26.579,71.318,,
6859,09/04/21 下午12时53分57秒,26.579,71.231,,
6860,09/04/21 下午12时54分57秒,26.554,70.597,,
6861,09/04/21 下午12时55分57秒,26.554,70.806,,
6862,09/04/21 下午12时56分57秒,26.554,70.597,,
6863,09/04/21 下午12时57分57秒,26.530,70.113,,
6864,09/04/21 下午12时58分57秒,26.530,70.153,,
6865,09/04/21 下午12时59分57秒,26.530,70.193,,
6866,09/04/21 下午01时00分57秒,26.530,70.193,,
6867,09/04/21 下午01时01分57秒,26.530,70.113,,
6868,09/04/21 下午01时02分57秒,26.505,70.277,,
6869,09/04/21 下午01时03分57秒,26.505,70.358,,
6870,09/04/21 下午01时04分57秒,26.505,71.111,,
6871,09/04/21 下午01时05分57秒,26.481,71.464,,
6872,09/04/21 下午01时06分57秒,26.481,71.732,,
6873,09/04/21 下午01时07分57秒,26.481,71.732,,
6874,09/04/21 下午01时08分57秒,26.456,71.645,,
6875,09/04/21 下午01时09分57秒,26.456,70.904,,
6876,09/04/21 下午01时10分57秒,26.432,70.369,,
6877,09/04/21 下午01时11分57秒,26.432,70.207,,
6878,09/04/21 下午01时12分57秒,26.407,70.051,,
6879,09/04/21 下午01时13分57秒,26.407,70.291,,
6880,09/04/21 下午01时14分57秒,26.407,70.911,,
6881,09/04/21 下午01时15分57秒,26.383,71.214,,
6882,09/04/21 下午01时16分57秒,26.383,71.433,,
6883,09/04/21 下午01时17分57秒,26.383,71.521,,
6884,09/04/21 下午01时18分57秒,26.383,71.521,,
6885,09/04/21 下午01时19分57秒,26.383,71.566,,
6886,09/04/21 下午01时20分57秒,26.407,71.878,,
6887,09/04/21 下午01时21分57秒,26.407,72.155,,
6888,09/04/21 下午01时22分57秒,26.407,72.342,,
6889,09/04/21 下午01时23分57秒,26.407,72.437,,
6890,09/04/21 下午01时24分57秒,26.407,72.533,,
6891,09/04/21 下午01时25分57秒,26.432,72.870,,
6892,09/04/21 下午01时26分57秒,26.432,72.870,,
6893,09/04/21 下午01时27分57秒,26.432,72.870,,
6894,09/04/21 下午01时28分57秒,26.432,72.870,,
6895,09/04/21 下午01时29分57秒,26.456,72.917,,
6896,09/04/21 下午01时30分57秒,26.456,72.966,,
6897,09/04/21 下午01时31分57秒,26.456,73.016,,
6898,09/04/21 下午01时32分57秒,26.456,73.016,,
6899,09/04/21 下午01时33分57秒,26.456,73.016,,
6900,09/04/21 下午01时34分57秒,26.481,73.316,,
6901,09/04/21 下午01时35分57秒,26.481,73.316,,
6902,09/04/21 下午01时36分57秒,26.481,73.265,,
6903,09/04/21 下午01时37分57秒,26.481,73.113,,
6904,09/04/21 下午01时38分57秒,26.481,72.963,,
6905,09/04/21 下午01时39分57秒,26.481,72.524,,
6906,09/04/21 下午01时40分57秒,26.456,72.102,,
6907,09/04/21 下午01时41分57秒,26.456,71.645,,
6908,09/04/21 下午01时42分57秒,26.456,71.204,,
6909,09/04/21 下午01时43分57秒,26.432,70.993,,
6910,09/04/21 下午01时44分57秒,26.432,70.866,,
6911,09/04/21 下午01时45分57秒,26.432,70.573,,
6912,09/04/21 下午01时46分57秒,26.432,70.491,,
6913,09/04/21 下午01时47分57秒,26.407,70.131,,
6914,09/04/21 下午01时48分57秒,26.407,69.661,,
6915,09/04/21 下午01时49分57秒,26.383,69.626,,
6916,09/04/21 下午01时50分57秒,26.383,69.399,,
6917,09/04/21 下午01时51分57秒,26.383,69.361,,
6918,09/04/21 下午01时52分57秒,26.359,69.402,,
6919,09/04/21 下午01时53分57秒,26.359,69.478,,
6920,09/04/21 下午01时54分57秒,26.359,69.669,,
6921,09/04/21 下午01时55分57秒,26.359,69.746,,
6922,09/04/21 下午01时56分57秒,26.359,70.098,,
6923,09/04/21 下午01时57分57秒,26.334,70.342,,
6924,09/04/21 下午01时58分57秒,26.334,70.587,,
6925,09/04/21 下午01时59分57秒,26.310,70.550,,
6926,09/04/21 下午02时00分57秒,26.310,70.509,,
6927,09/04/21 下午02时01分57秒,26.285,70.512,,
6928,09/04/21 下午02时02分57秒,26.285,70.030,,
6929,09/04/21 下午02时03分57秒,26.261,69.157,,
6930,09/04/21 下午02时04分57秒,26.261,68.686,,
6931,09/04/21 下午02时05分57秒,26.261,67.960,,
6932,09/04/21 下午02时06分57秒,26.237,67.277,,
6933,09/04/21 下午02时07分57秒,26.237,66.685,,
6934,09/04/21 下午02时08分57秒,26.237,66.624,,
6935,09/04/21 下午02时09分57秒,26.237,66.869,,
6936,09/04/21 下午02时10分57秒,26.237,66.869,,
6937,09/04/21 下午02时11分57秒,26.237,66.838,,
6938,09/04/21 下午02时12分57秒,26.237,66.900,,
6939,09/04/21 下午02时13分57秒,26.237,66.534,,
6940,09/04/21 下午02时14分57秒,26.237,66.444,,
6941,09/04/21 下午02时15分57秒,26.237,66.444,,
6942,09/04/21 下午02时16分57秒,26.261,66.529,,
6943,09/04/21 下午02时17分57秒,26.261,66.742,,
6944,09/04/21 下午02时18分57秒,26.261,66.927,,
6945,09/04/21 下午02时19分57秒,26.261,67.401,,
6946,09/04/21 下午02时20分57秒,26.285,67.559,,
6947,09/04/21 下午02时21分57秒,26.285,67.624,,
6948,09/04/21 下午02时22分57秒,26.285,67.624,,
6949,09/04/21 下午02时23分57秒,26.285,68.297,,
6950,09/04/21 下午02时24分57秒,26.285,68.647,,
6951,09/04/21 下午02时25分57秒,26.285,68.541,,
6952,09/04/21 下午02时26分57秒,26.285,68.401,,
6953,09/04/21 下午02时27分57秒,26.310,69.112,,
6954,09/04/21 下午02时28分57秒,26.285,68.970,,
6955,09/04/21 下午02时29分57秒,26.310,68.432,,
6956,09/04/21 下午02时30分57秒,26.310,68.190,,
6957,09/04/21 下午02时31分57秒,26.285,68.160,,
6958,09/04/21 下午02时32分57秒,26.310,69.039,,
6959,09/04/21 下午02时33分57秒,26.310,69.714,,
6960,09/04/21 下午02时34分57秒,26.310,69.869,,
6961,09/04/21 下午02时35分57秒,26.310,69.714,,
6962,09/04/21 下午02时36分57秒,26.310,69.223,,
6963,09/04/21 下午02时37分57秒,26.310,68.467,,
6964,09/04/21 下午02时38分57秒,26.285,67.789,,
6965,09/04/21 下午02时39分57秒,26.310,67.328,,
6966,09/04/21 下午02时40分57秒,26.285,67.079,,
6967,09/04/21 下午02时41分57秒,26.310,66.887,,
6968,09/04/21 下午02时42分57秒,26.310,66.611,,
6969,09/04/21 下午02时43分57秒,26.285,66.465,,
6970,09/04/21 下午02时44分57秒,26.310,66.371,,
6971,09/04/21 下午02时45分57秒,26.310,66.371,,
6972,09/04/21 下午02时46分57秒,26.310,66.401,,
6973,09/04/21 下午02时47分57秒,26.310,66.461,,
6974,09/04/21 下午02时48分57秒,26.310,66.611,,
6975,09/04/21 下午02时49分57秒,26.310,66.642,,
6976,09/04/21 下午02时50分57秒,26.310,66.703,,
6977,09/04/21 下午02时51分57秒,26.310,67.265,,
6978,09/04/21 下午02时52分57秒,26.310,67.457,,
6979,09/04/21 下午02时53分57秒,26.334,67.292,,
6980,09/04/21 下午02时54分57秒,26.310,67.106,,
6981,09/04/21 下午02时55分57秒,26.310,66.887,,
6982,09/04/21 下午02时56分57秒,26.310,66.521,,
6983,09/04/21 下午02时57分57秒,26.310,66.371,,
6984,09/04/21 下午02时58分57秒,26.310,66.491,,
6985,09/04/21 下午02时59分57秒,26.310,66.401,,
6986,09/04/21 下午03时00分57秒,26.310,66.461,,
6987,09/04/21 下午03时01分57秒,26.310,66.461,,
6988,09/04/21 下午03时02分57秒,26.310,66.341,,
6989,09/04/21 下午03时03分57秒,26.310,66.672,,
6990,09/04/21 下午03时04分57秒,26.334,67.421,,
6991,09/04/21 下午03时05分57秒,26.310,67.075,,
6992,09/04/21 下午03时06分57秒,26.334,66.337,,
6993,09/04/21 下午03时07分57秒,26.334,65.899,,
6994,09/04/21 下午03时08分57秒,26.310,65.675,,
6995,09/04/21 下午03时09分57秒,26.310,65.619,,
6996,09/04/21 下午03时10分57秒,26.310,65.451,,
6997,09/04/21 下午03时11分57秒,26.310,65.258,,
6998,09/04/21 下午03时12分57秒,26.310,65.149,,
6999,09/04/21 下午03时13分57秒,26.310,65.507,,
7000,09/04/21 下午03时14分57秒,26.310,66.076,,
7001,09/04/21 下午03时15分57秒,26.310,66.521,,
7002,09/04/21 下午03时16分57秒,26.310,66.733,,
7003,09/04/21 下午03时17分57秒,26.310,66.825,,
7004,09/04/21 下午03时18分57秒,26.310,66.795,,
7005,09/04/21 下午03时19分57秒,26.310,66.764,,
7006,09/04/21 下午03时20分57秒,26.310,66.764,,
7007,09/04/21 下午03时21分57秒,26.310,66.733,,
7008,09/04/21 下午03时22分57秒,26.310,66.703,,
7009,09/04/21 下午03时23分57秒,26.310,66.611,,
7010,09/04/21 下午03时24分57秒,26.310,66.642,,
7011,09/04/21 下午03时25分57秒,26.310,66.672,,
7012,09/04/21 下午03时26分57秒,26.285,66.707,,
7013,09/04/21 下午03时27分57秒,26.310,66.764,,
7014,09/04/21 下午03时28分57秒,26.310,66.795,,
7015,09/04/21 下午03时29分57秒,26.310,67.075,,
7016,09/04/21 下午03时30分57秒,26.310,67.265,,
7017,09/04/21 下午03时31分57秒,26.310,67.361,,
7018,09/04/21 下午03时32分57秒,26.310,67.361,,
7019,09/04/21 下午03时33分57秒,26.285,67.429,,
7020,09/04/21 下午03时34分57秒,26.285,67.047,,
7021,09/04/21 下午03时35分57秒,26.285,66.799,,
7022,09/04/21 下午03时36分57秒,26.285,66.707,,
7023,09/04/21 下午03时37分57秒,26.285,66.555,,
7024,09/04/21 下午03时38分57秒,26.285,66.585,,
7025,09/04/21 下午03时39分57秒,26.285,67.016,,
7026,09/04/21 下午03时40分57秒,26.261,67.146,,
7027,09/04/21 下午03时41分57秒,26.261,67.401,,
7028,09/04/21 下午03时42分57秒,26.261,67.694,,
7029,09/04/21 下午03时43分57秒,26.237,68.065,,
7030,09/04/21 下午03时44分57秒,26.237,68.202,,
7031,09/04/21 下午03时45分57秒,26.188,68.347,,
7032,09/04/21 下午03时46分57秒,26.163,68.595,,
7033,09/04/21 下午03时47分57秒,26.115,69.033,,
7034,09/04/21 下午03时48分57秒,26.090,69.183,,
7035,09/04/21 下午03时49分57秒,26.066,69.298,,
7036,09/04/21 下午03时50分57秒,26.042,69.376,,
7037,09/04/21 下午03时51分57秒,26.017,69.380,,
7038,09/04/21 下午03时52分57秒,26.017,69.195,,
7039,09/04/21 下午03时53分57秒,25.993,69.235,,
7040,09/04/21 下午03时54分57秒,25.993,69.458,,
7041,09/04/21 下午03时55分57秒,25.993,69.572,,
7042,09/04/21 下午03时56分57秒,25.968,69.500,,
7043,09/04/21 下午03时57分57秒,25.968,69.462,,
7044,09/04/21 下午03时58分57秒,25.944,69.466,,
7045,09/04/21 下午03时59分57秒,25.944,69.579,,
7046,09/04/21 下午04时00分57秒,25.920,69.659,,
7047,09/04/21 下午04时01分57秒,25.920,69.773,,
7048,09/04/21 下午04时02分57秒,25.895,69.893,,
7049,09/04/21 下午04时03分57秒,25.895,69.854,,
7050,09/04/21 下午04时04分57秒,25.871,69.974,,
7051,09/04/21 下午04时05分57秒,25.847,69.939,,
7052,09/04/21 下午04时06分57秒,25.847,69.823,,
7053,09/04/21 下午04时07分57秒,25.798,69.753,,
7054,09/04/21 下午04时08分57秒,25.798,69.753,,
7055,09/04/21 下午04时09分57秒,25.774,69.719,,
7056,09/04/21 下午04时10分57秒,25.749,69.761,,
7057,09/04/21 下午04时11分57秒,25.725,69.841,,
7058,09/04/21 下午04时12分57秒,25.701,70.038,,
7059,09/04/21 下午04时13分57秒,25.701,70.275,,
7060,09/04/21 下午04时14分57秒,25.676,70.438,,
7061,09/04/21 下午04时15分57秒,25.652,70.644,,
7062,09/04/21 下午04时16分57秒,25.628,70.895,,
7063,09/04/21 下午04时17分57秒,25.603,71.109,,
7064,09/04/21 下午04时18分57秒,25.579,71.112,,
7065,09/04/21 下午04时19分57秒,25.555,70.947,,
7066,09/04/21 下午04时20分57秒,25.531,70.951,,
7067,09/04/21 下午04时21分57秒,25.531,70.951,,
7068,09/04/21 下午04时22分57秒,25.506,70.996,,
7069,09/04/21 下午04时23分57秒,25.506,71.165,,
7070,09/04/21 下午04时24分57秒,25.482,71.253,,
7071,09/04/21 下午04时25分57秒,25.482,71.296,,
7072,09/04/21 下午04时26分57秒,25.482,71.339,,
7073,09/04/21 下午04时27分57秒,25.482,71.296,,
7074,09/04/21 下午04时28分57秒,25.458,71.342,,
7075,09/04/21 下午04时29分57秒,25.458,71.429,,
7076,09/04/21 下午04时30分57秒,25.458,71.429,,
7077,09/04/21 下午04时31分57秒,25.433,71.475,,
7078,09/04/21 下午04时32分57秒,25.433,71.562,,
7079,09/04/21 下午04时33分57秒,25.409,71.742,,
7080,09/04/21 下午04时34分57秒,25.409,71.831,,
7081,09/04/21 下午04时35分57秒,25.409,71.965,,
7082,09/04/21 下午04时36分57秒,25.385,72.059,,
7083,09/04/21 下午04时37分57秒,25.385,72.334,,
7084,09/04/21 下午04时38分57秒,25.361,72.430,,
7085,09/04/21 下午04时39分57秒,25.361,72.571,,
7086,09/04/21 下午04时40分57秒,25.361,72.857,,
7087,09/04/21 下午04时41分57秒,25.336,73.006,,
7088,09/04/21 下午04时42分57秒,25.336,73.203,,
7089,09/04/21 下午04时43分57秒,25.312,73.305,,
7090,09/04/21 下午04时44分57秒,25.288,73.459,,
7091,09/04/21 下午04时45分57秒,25.288,73.560,,
7092,09/04/21 下午04时46分57秒,25.264,73.717,,
7093,09/04/21 下午04时47分57秒,25.264,73.769,,
7094,09/04/21 下午04时48分57秒,25.239,73.720,,
7095,09/04/21 下午04时49分57秒,25.239,73.668,,
7096,09/04/21 下午04时50分57秒,25.215,73.468,,
7097,09/04/21 下午04时51分57秒,25.215,73.317,,
7098,09/04/21 下午04时52分57秒,25.191,73.420,,
7099,09/04/21 下午04时53分57秒,25.191,73.623,,
7100,09/04/21 下午04时54分57秒,25.191,73.881,,
7101,09/04/21 下午04时55分57秒,25.167,73.988,,
7102,09/04/21 下午04时56分57秒,25.191,73.986,,
7103,09/04/21 下午04时57分57秒,25.167,74.094,,
7104,09/04/21 下午04时58分57秒,25.142,74.150,,
7105,09/04/21 下午04时59分57秒,25.142,74.044,,
7106,09/04/21 下午05时00分57秒,25.118,73.994,,
7107,09/04/21 下午05时01分57秒,25.094,73.997,,
7108,09/04/21 下午05时02分57秒,25.070,74.052,,
7109,09/04/21 下午05时03分57秒,25.070,74.105,,
7110,09/04/21 下午05时04分57秒,25.045,74.108,,
7111,09/04/21 下午05时05分57秒,25.021,74.058,,
7112,09/04/21 下午05时06分57秒,24.997,74.008,,
7113,09/04/21 下午05时07分57秒,24.973,73.958,,
7114,09/04/21 下午05时08分57秒,24.948,74.172,,
7115,09/04/21 下午05时09分57秒,24.924,74.281,,
7116,09/04/21 下午05时10分57秒,24.924,74.497,,
7117,09/04/21 下午05时11分57秒,24.924,74.497,,
7118,09/04/21 下午05时12分57秒,24.948,74.440,,
7119,09/04/21 下午05时13分57秒,24.948,74.332,,
7120,09/04/21 下午05时14分57秒,24.973,74.116,,
7121,09/04/21 下午05时15分57秒,24.997,73.800,,
7122,09/04/21 下午05时16分57秒,25.021,73.746,,
7123,09/04/21 下午05时17分57秒,25.021,73.441,,
7124,09/04/21 下午05时18分57秒,25.045,72.994,,
7125,09/04/21 下午05时19分57秒,25.070,72.750,,
7126,09/04/21 下午05时20分57秒,25.094,72.372,,
7127,09/04/21 下午05时21分57秒,25.118,72.004,,
7128,09/04/21 下午05时22分57秒,25.118,71.261,,
7129,09/04/21 下午05时23分57秒,25.142,70.516,,
7130,09/04/21 下午05时24分57秒,25.167,70.157,,
7131,09/04/21 下午05时25分57秒,25.191,69.845,,
